Date,Match_Number,City,Venue,Season,Name,Match_Type,Total_Overs,Teams_Participated,Team_1,Team_2,Team_Type,Toss_Winner,Choose_To,Match_Winner,Match_Result,Win_By_Runs,Win_By_Wickets,Man_Of_Match
2021-04-29,24.0,Delhi,"Arun Jaitley Stadium, Delhi",2021,Indian Premier League,T20,20,"Rajasthan Royals, Mumbai Indians",Rajasthan Royals,Mumbai Indians,club,Mumbai Indians,field,Mumbai Indians,,,7.0,Q de Kock
2021-04-29,25.0,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",2021,Indian Premier League,T20,20,"Kolkata Knight Riders, Delhi Capitals",Kolkata Knight Riders,Delhi Capitals,club,Delhi Capitals,field,Delhi Capitals,,,7.0,PP Shaw
2021-04-30,26.0,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",2021,Indian Premier League,T20,20,"Punjab Kings, Royal Challengers Bangalore",Punjab Kings,Royal Challengers Bangalore,club,Royal Challengers Bangalore,field,Punjab Kings,,34.0,,Harpreet Brar
2021-05-01,27.0,Delhi,"Arun Jaitley Stadium, Delhi",2021,Indian Premier League,T20,20,"Chennai Super Kings, Mumbai Indians",Chennai Super Kings,Mumbai Indians,club,Mumbai Indians,field,Mumbai Indians,,,4.0,KA Pollard
2021-05-02,28.0,Delhi,"Arun Jaitley Stadium, Delhi",2021,Indian Premier League,T20,20,"Rajasthan Royals, Sunrisers Hyderabad",Rajasthan Royals,Sunrisers Hyderabad,club,Sunrisers Hyderabad,field,Rajasthan Royals,,55.0,,JC Buttler
2021-05-02,29.0,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",2021,Indian Premier League,T20,20,"Punjab Kings, Delhi Capitals",Punjab Kings,Delhi Capitals,club,Delhi Capitals,field,Delhi Capitals,,,7.0,MA Agarwal
2021-09-20,31.0,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021,Indian Premier League,T20,20,"Royal Challengers Bangalore, Kolkata Knight Riders",Royal Challengers Bangalore,Kolkata Knight Riders,club,Royal Challengers Bangalore,bat,Kolkata Knight Riders,,,9.0,CV Varun
2021-10-08,55.0,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021,Indian Premier League,T20,20,"Mumbai Indians, Sunrisers Hyderabad",Mumbai Indians,Sunrisers Hyderabad,club,Mumbai Indians,bat,Mumbai Indians,,42.0,,Ishan Kishan
2021-10-02,47.0,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021,Indian Premier League,T20,20,"Chennai Super Kings, Rajasthan Royals",Chennai Super Kings,Rajasthan Royals,club,Rajasthan Royals,field,Rajasthan Royals,,,7.0,RD Gaikwad
2021-10-03,48.0,Sharjah,Sharjah Cricket Stadium,2021,Indian Premier League,T20,20,"Royal Challengers Bangalore, Punjab Kings",Royal Challengers Bangalore,Punjab Kings,club,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,,6.0,,GJ Maxwell
2021-09-30,44.0,Sharjah,Sharjah Cricket Stadium,2021,Indian Premier League,T20,20,"Sunrisers Hyderabad, Chennai Super Kings",Sunrisers Hyderabad,Chennai Super Kings,club,Chennai Super Kings,field,Chennai Super Kings,,,6.0,JR Hazlewood
2021-09-28,41.0,Sharjah,Sharjah Cricket Stadium,2021,Indian Premier League,T20,20,"Delhi Capitals, Kolkata Knight Riders",Delhi Capitals,Kolkata Knight Riders,club,Kolkata Knight Riders,field,Kolkata Knight Riders,,,3.0,SP Narine
2021-10-05,51.0,Sharjah,Sharjah Cricket Stadium,2021,Indian Premier League,T20,20,"Rajasthan Royals, Mumbai Indians",Rajasthan Royals,Mumbai Indians,club,Mumbai Indians,field,Mumbai Indians,,,8.0,NM Coulter-Nile
2021-10-07,53.0,Dubai,Dubai International Cricket Stadium,2021,Indian Premier League,T20,20,"Chennai Super Kings, Punjab Kings",Chennai Super Kings,Punjab Kings,club,Punjab Kings,field,Punjab Kings,,,6.0,KL Rahul
2021-10-06,52.0,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021,Indian Premier League,T20,20,"Sunrisers Hyderabad, Royal Challengers Bangalore",Sunrisers Hyderabad,Royal Challengers Bangalore,club,Royal Challengers Bangalore,field,Sunrisers Hyderabad,,4.0,,KS Williamson
2021-09-23,34.0,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021,Indian Premier League,T20,20,"Mumbai Indians, Kolkata Knight Riders",Mumbai Indians,Kolkata Knight Riders,club,Kolkata Knight Riders,field,Kolkata Knight Riders,,,7.0,SP Narine
2021-09-25,36.0,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021,Indian Premier League,T20,20,"Delhi Capitals, Rajasthan Royals",Delhi Capitals,Rajasthan Royals,club,Rajasthan Royals,field,Delhi Capitals,,33.0,,SS Iyer
2021-09-26,38.0,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021,Indian Premier League,T20,20,"Kolkata Knight Riders, Chennai Super Kings",Kolkata Knight Riders,Chennai Super Kings,club,Kolkata Knight Riders,bat,Chennai Super Kings,,,2.0,RA Jadeja
2021-09-28,42.0,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021,Indian Premier League,T20,20,"Punjab Kings, Mumbai Indians",Punjab Kings,Mumbai Indians,club,Mumbai Indians,field,Mumbai Indians,,,6.0,KA Pollard
2021-09-27,40.0,Dubai,Dubai International Cricket Stadium,2021,Indian Premier League,T20,20,"Rajasthan Royals, Sunrisers Hyderabad",Rajasthan Royals,Sunrisers Hyderabad,club,Rajasthan Royals,bat,Sunrisers Hyderabad,,,7.0,JJ Roy
2021-10-08,56.0,Dubai,Dubai International Cricket Stadium,2021,Indian Premier League,T20,20,"Delhi Capitals, Royal Challengers Bangalore",Delhi Capitals,Royal Challengers Bangalore,club,Royal Challengers Bangalore,field,Royal Challengers Bangalore,,,7.0,KS Bharat
2021-10-01,45.0,Dubai,Dubai International Cricket Stadium,2021,Indian Premier League,T20,20,"Kolkata Knight Riders, Punjab Kings",Kolkata Knight Riders,Punjab Kings,club,Punjab Kings,field,Punjab Kings,,,5.0,KL Rahul
2021-09-29,43.0,Dubai,Dubai International Cricket Stadium,2021,Indian Premier League,T20,20,"Rajasthan Royals, Royal Challengers Bangalore",Rajasthan Royals,Royal Challengers Bangalore,club,Royal Challengers Bangalore,field,Royal Challengers Bangalore,,,7.0,YS Chahal
2021-09-19,30.0,Dubai,Dubai International Cricket Stadium,2021,Indian Premier League,T20,20,"Chennai Super Kings, Mumbai Indians",Chennai Super Kings,Mumbai Indians,club,Chennai Super Kings,bat,Chennai Super Kings,,20.0,,RD Gaikwad
2021-09-22,33.0,Dubai,Dubai International Cricket Stadium,2021,Indian Premier League,T20,20,"Sunrisers Hyderabad, Delhi Capitals",Sunrisers Hyderabad,Delhi Capitals,club,Sunrisers Hyderabad,bat,Delhi Capitals,,,8.0,A Nortje
2021-10-07,54.0,Sharjah,Sharjah Cricket Stadium,2021,Indian Premier League,T20,20,"Kolkata Knight Riders, Rajasthan Royals",Kolkata Knight Riders,Rajasthan Royals,club,Rajasthan Royals,field,Kolkata Knight Riders,,86.0,,Shivam Mavi
2021-09-25,37.0,Sharjah,Sharjah Cricket Stadium,2021,Indian Premier League,T20,20,"Punjab Kings, Sunrisers Hyderabad",Punjab Kings,Sunrisers Hyderabad,club,Sunrisers Hyderabad,field,Punjab Kings,,5.0,,JO Holder
2021-09-26,39.0,Dubai,Dubai International Cricket Stadium,2021,Indian Premier League,T20,20,"Royal Challengers Bangalore, Mumbai Indians",Royal Challengers Bangalore,Mumbai Indians,club,Mumbai Indians,field,Royal Challengers Bangalore,,54.0,,GJ Maxwell
2021-10-03,49.0,Dubai,Dubai International Cricket Stadium,2021,Indian Premier League,T20,20,"Sunrisers Hyderabad, Kolkata Knight Riders",Sunrisers Hyderabad,Kolkata Knight Riders,club,Sunrisers Hyderabad,bat,Kolkata Knight Riders,,,6.0,Shubman Gill
2021-10-04,50.0,Dubai,Dubai International Cricket Stadium,2021,Indian Premier League,T20,20,"Chennai Super Kings, Delhi Capitals",Chennai Super Kings,Delhi Capitals,club,Delhi Capitals,field,Delhi Capitals,,,3.0,AR Patel
2021-09-21,32.0,Dubai,Dubai International Cricket Stadium,2021,Indian Premier League,T20,20,"Rajasthan Royals, Punjab Kings",Rajasthan Royals,Punjab Kings,club,Punjab Kings,field,Rajasthan Royals,,2.0,,Kartik Tyagi
2021-10-02,46.0,Sharjah,Sharjah Cricket Stadium,2021,Indian Premier League,T20,20,"Mumbai Indians, Delhi Capitals",Mumbai Indians,Delhi Capitals,club,Delhi Capitals,field,Delhi Capitals,,,4.0,AR Patel
2021-09-24,35.0,Sharjah,Sharjah Cricket Stadium,2021,Indian Premier League,T20,20,"Royal Challengers Bangalore, Chennai Super Kings",Royal Challengers Bangalore,Chennai Super Kings,club,Chennai Super Kings,field,Chennai Super Kings,,,6.0,DJ Bravo
2021-10-10,,Dubai,Dubai International Cricket Stadium,2021,Indian Premier League,T20,20,"Delhi Capitals, Chennai Super Kings",Delhi Capitals,Chennai Super Kings,club,Chennai Super Kings,field,Chennai Super Kings,,,4.0,RD Gaikwad
2021-10-11,,Sharjah,Sharjah Cricket Stadium,2021,Indian Premier League,T20,20,"Royal Challengers Bangalore, Kolkata Knight Riders",Royal Challengers Bangalore,Kolkata Knight Riders,club,Royal Challengers Bangalore,bat,Kolkata Knight Riders,,,4.0,SP Narine
2021-10-13,,Sharjah,Sharjah Cricket Stadium,2021,Indian Premier League,T20,20,"Delhi Capitals, Kolkata Knight Riders",Delhi Capitals,Kolkata Knight Riders,club,Kolkata Knight Riders,field,Kolkata Knight Riders,,,3.0,VR Iyer
2021-10-15,,Dubai,Dubai International Cricket Stadium,2021,Indian Premier League,T20,20,"Chennai Super Kings, Kolkata Knight Riders",Chennai Super Kings,Kolkata Knight Riders,club,Kolkata Knight Riders,field,Chennai Super Kings,,27.0,,F du Plessis
2022-03-26,1.0,Mumbai,"Wankhede Stadium, Mumbai",2022,Indian Premier League,T20,20,"Chennai Super Kings, Kolkata Knight Riders",Chennai Super Kings,Kolkata Knight Riders,club,Kolkata Knight Riders,field,Kolkata Knight Riders,,,6.0,UT Yadav
2022-03-27,2.0,Mumbai,"Brabourne Stadium, Mumbai",2022,Indian Premier League,T20,20,"Mumbai Indians, Delhi Capitals",Mumbai Indians,Delhi Capitals,club,Delhi Capitals,field,Delhi Capitals,,,4.0,Kuldeep Yadav
2022-03-27,3.0,Mumbai,"Dr DY Patil Sports Academy, Mumbai",2022,Indian Premier League,T20,20,"Royal Challengers Bangalore, Punjab Kings",Royal Challengers Bangalore,Punjab Kings,club,Punjab Kings,field,Punjab Kings,,,5.0,OF Smith
2022-03-28,4.0,Mumbai,"Wankhede Stadium, Mumbai",2022,Indian Premier League,T20,20,"Lucknow Super Giants, Gujarat Titans",Lucknow Super Giants,Gujarat Titans,club,Gujarat Titans,field,Gujarat Titans,,,5.0,Mohammed Shami
2022-03-29,5.0,Pune,"Maharashtra Cricket Association Stadium, Pune",2022,Indian Premier League,T20,20,"Rajasthan Royals, Sunrisers Hyderabad",Rajasthan Royals,Sunrisers Hyderabad,club,Sunrisers Hyderabad,field,Rajasthan Royals,,61.0,,SV Samson
2022-03-30,6.0,Mumbai,"Dr DY Patil Sports Academy, Mumbai",2022,Indian Premier League,T20,20,"Kolkata Knight Riders, Royal Challengers Bangalore",Kolkata Knight Riders,Royal Challengers Bangalore,club,Royal Challengers Bangalore,field,Royal Challengers Bangalore,,,3.0,PWH de Silva
2022-03-31,7.0,Mumbai,"Brabourne Stadium, Mumbai",2022,Indian Premier League,T20,20,"Chennai Super Kings, Lucknow Super Giants",Chennai Super Kings,Lucknow Super Giants,club,Lucknow Super Giants,field,Lucknow Super Giants,,,6.0,E Lewis
2022-04-01,8.0,Mumbai,"Wankhede Stadium, Mumbai",2022,Indian Premier League,T20,20,"Punjab Kings, Kolkata Knight Riders",Punjab Kings,Kolkata Knight Riders,club,Kolkata Knight Riders,field,Kolkata Knight Riders,,,6.0,UT Yadav
2022-04-02,9.0,Mumbai,"Dr DY Patil Sports Academy, Mumbai",2022,Indian Premier League,T20,20,"Rajasthan Royals, Mumbai Indians",Rajasthan Royals,Mumbai Indians,club,Mumbai Indians,field,Rajasthan Royals,,23.0,,JC Buttler
2022-04-02,10.0,Pune,"Maharashtra Cricket Association Stadium, Pune",2022,Indian Premier League,T20,20,"Gujarat Titans, Delhi Capitals",Gujarat Titans,Delhi Capitals,club,Delhi Capitals,field,Gujarat Titans,,14.0,,LH Ferguson
2022-04-03,11.0,Mumbai,"Brabourne Stadium, Mumbai",2022,Indian Premier League,T20,20,"Punjab Kings, Chennai Super Kings",Punjab Kings,Chennai Super Kings,club,Chennai Super Kings,field,Punjab Kings,,54.0,,LS Livingstone
2022-04-04,12.0,Mumbai,"Dr DY Patil Sports Academy, Mumbai",2022,Indian Premier League,T20,20,"Lucknow Super Giants, Sunrisers Hyderabad",Lucknow Super Giants,Sunrisers Hyderabad,club,Sunrisers Hyderabad,field,Lucknow Super Giants,,12.0,,Avesh Khan
2022-04-05,13.0,Mumbai,"Wankhede Stadium, Mumbai",2022,Indian Premier League,T20,20,"Rajasthan Royals, Royal Challengers Bangalore",Rajasthan Royals,Royal Challengers Bangalore,club,Royal Challengers Bangalore,field,Royal Challengers Bangalore,,,4.0,KD Karthik
2022-04-06,14.0,Pune,"Maharashtra Cricket Association Stadium, Pune",2022,Indian Premier League,T20,20,"Mumbai Indians, Kolkata Knight Riders",Mumbai Indians,Kolkata Knight Riders,club,Kolkata Knight Riders,field,Kolkata Knight Riders,,,5.0,PJ Cummins
2022-04-07,15.0,Mumbai,"Dr DY Patil Sports Academy, Mumbai",2022,Indian Premier League,T20,20,"Delhi Capitals, Lucknow Super Giants",Delhi Capitals,Lucknow Super Giants,club,Lucknow Super Giants,field,Lucknow Super Giants,,,6.0,Q de Kock
2022-04-08,16.0,Mumbai,"Brabourne Stadium, Mumbai",2022,Indian Premier League,T20,20,"Punjab Kings, Gujarat Titans",Punjab Kings,Gujarat Titans,club,Gujarat Titans,field,Gujarat Titans,,,6.0,Shubman Gill
2022-04-09,17.0,Mumbai,"Dr DY Patil Sports Academy, Mumbai",2022,Indian Premier League,T20,20,"Chennai Super Kings, Sunrisers Hyderabad",Chennai Super Kings,Sunrisers Hyderabad,club,Sunrisers Hyderabad,field,Sunrisers Hyderabad,,,8.0,Abhishek Sharma
2022-04-09,18.0,Pune,"Maharashtra Cricket Association Stadium, Pune",2022,Indian Premier League,T20,20,"Mumbai Indians, Royal Challengers Bangalore",Mumbai Indians,Royal Challengers Bangalore,club,Royal Challengers Bangalore,field,Royal Challengers Bangalore,,,7.0,Anuj Rawat
2022-04-10,19.0,Mumbai,"Brabourne Stadium, Mumbai",2022,Indian Premier League,T20,20,"Delhi Capitals, Kolkata Knight Riders",Delhi Capitals,Kolkata Knight Riders,club,Kolkata Knight Riders,field,Delhi Capitals,,44.0,,Kuldeep Yadav
2022-04-10,20.0,Mumbai,"Wankhede Stadium, Mumbai",2022,Indian Premier League,T20,20,"Rajasthan Royals, Lucknow Super Giants",Rajasthan Royals,Lucknow Super Giants,club,Lucknow Super Giants,field,Rajasthan Royals,,3.0,,YS Chahal
2022-04-11,21.0,Mumbai,"Dr DY Patil Sports Academy, Mumbai",2022,Indian Premier League,T20,20,"Gujarat Titans, Sunrisers Hyderabad",Gujarat Titans,Sunrisers Hyderabad,club,Sunrisers Hyderabad,field,Sunrisers Hyderabad,,,8.0,KS Williamson
2022-04-12,22.0,Mumbai,"Dr DY Patil Sports Academy, Mumbai",2022,Indian Premier League,T20,20,"Chennai Super Kings, Royal Challengers Bangalore",Chennai Super Kings,Royal Challengers Bangalore,club,Royal Challengers Bangalore,field,Chennai Super Kings,,23.0,,S Dube
2022-04-13,23.0,Pune,"Maharashtra Cricket Association Stadium, Pune",2022,Indian Premier League,T20,20,"Punjab Kings, Mumbai Indians",Punjab Kings,Mumbai Indians,club,Mumbai Indians,field,Punjab Kings,,12.0,,MA Agarwal
2022-04-14,24.0,Mumbai,"Dr DY Patil Sports Academy, Mumbai",2022,Indian Premier League,T20,20,"Gujarat Titans, Rajasthan Royals",Gujarat Titans,Rajasthan Royals,club,Rajasthan Royals,field,Gujarat Titans,,37.0,,HH Pandya
2022-04-15,25.0,Mumbai,"Brabourne Stadium, Mumbai",2022,Indian Premier League,T20,20,"Kolkata Knight Riders, Sunrisers Hyderabad",Kolkata Knight Riders,Sunrisers Hyderabad,club,Sunrisers Hyderabad,field,Sunrisers Hyderabad,,,7.0,RA Tripathi
2022-04-16,26.0,Mumbai,"Brabourne Stadium, Mumbai",2022,Indian Premier League,T20,20,"Lucknow Super Giants, Mumbai Indians",Lucknow Super Giants,Mumbai Indians,club,Mumbai Indians,field,Lucknow Super Giants,,18.0,,KL Rahul
2022-04-16,27.0,Mumbai,"Wankhede Stadium, Mumbai",2022,Indian Premier League,T20,20,"Royal Challengers Bangalore, Delhi Capitals",Royal Challengers Bangalore,Delhi Capitals,club,Delhi Capitals,field,Royal Challengers Bangalore,,16.0,,KD Karthik
2022-04-17,28.0,Mumbai,"Dr DY Patil Sports Academy, Mumbai",2022,Indian Premier League,T20,20,"Punjab Kings, Sunrisers Hyderabad",Punjab Kings,Sunrisers Hyderabad,club,Sunrisers Hyderabad,field,Sunrisers Hyderabad,,,7.0,Umran Malik
2022-04-17,29.0,Pune,"Maharashtra Cricket Association Stadium, Pune",2022,Indian Premier League,T20,20,"Chennai Super Kings, Gujarat Titans",Chennai Super Kings,Gujarat Titans,club,Gujarat Titans,field,Gujarat Titans,,,3.0,DA Miller
2022-04-18,30.0,Mumbai,"Brabourne Stadium, Mumbai",2022,Indian Premier League,T20,20,"Rajasthan Royals, Kolkata Knight Riders",Rajasthan Royals,Kolkata Knight Riders,club,Kolkata Knight Riders,field,Rajasthan Royals,,7.0,,YS Chahal
2022-04-19,31.0,Mumbai,"Dr DY Patil Sports Academy, Mumbai",2022,Indian Premier League,T20,20,"Royal Challengers Bangalore, Lucknow Super Giants",Royal Challengers Bangalore,Lucknow Super Giants,club,Lucknow Super Giants,field,Royal Challengers Bangalore,,18.0,,F du Plessis
2022-04-20,32.0,Mumbai,"Brabourne Stadium, Mumbai",2022,Indian Premier League,T20,20,"Punjab Kings, Delhi Capitals",Punjab Kings,Delhi Capitals,club,Delhi Capitals,field,Delhi Capitals,,,9.0,Kuldeep Yadav
2022-04-21,33.0,Navi Mumbai,"Dr DY Patil Sports Academy, Mumbai",2022,Indian Premier League,T20,20,"Mumbai Indians, Chennai Super Kings",Mumbai Indians,Chennai Super Kings,club,Chennai Super Kings,field,Chennai Super Kings,,,3.0,Mukesh Choudhary
2022-04-22,34.0,Mumbai,"Wankhede Stadium, Mumbai",2022,Indian Premier League,T20,20,"Rajasthan Royals, Delhi Capitals",Rajasthan Royals,Delhi Capitals,club,Delhi Capitals,field,Rajasthan Royals,,15.0,,JC Buttler
2022-04-23,35.0,Navi Mumbai,"Dr DY Patil Sports Academy, Mumbai",2022,Indian Premier League,T20,20,"Gujarat Titans, Kolkata Knight Riders",Gujarat Titans,Kolkata Knight Riders,club,Gujarat Titans,bat,Gujarat Titans,,8.0,,Rashid Khan
2022-04-23,36.0,Mumbai,"Brabourne Stadium, Mumbai",2022,Indian Premier League,T20,20,"Royal Challengers Bangalore, Sunrisers Hyderabad",Royal Challengers Bangalore,Sunrisers Hyderabad,club,Sunrisers Hyderabad,field,Sunrisers Hyderabad,,,9.0,M Jansen
2022-04-24,37.0,Mumbai,"Wankhede Stadium, Mumbai",2022,Indian Premier League,T20,20,"Lucknow Super Giants, Mumbai Indians",Lucknow Super Giants,Mumbai Indians,club,Mumbai Indians,field,Lucknow Super Giants,,36.0,,KL Rahul
2022-04-25,38.0,Mumbai,"Wankhede Stadium, Mumbai",2022,Indian Premier League,T20,20,"Punjab Kings, Chennai Super Kings",Punjab Kings,Chennai Super Kings,club,Chennai Super Kings,field,Punjab Kings,,11.0,,S Dhawan
2022-04-26,39.0,Pune,"Maharashtra Cricket Association Stadium, Pune",2022,Indian Premier League,T20,20,"Rajasthan Royals, Royal Challengers Bangalore",Rajasthan Royals,Royal Challengers Bangalore,club,Royal Challengers Bangalore,field,Rajasthan Royals,,29.0,,R Parag
2022-04-27,40.0,Mumbai,"Wankhede Stadium, Mumbai",2022,Indian Premier League,T20,20,"Sunrisers Hyderabad, Gujarat Titans",Sunrisers Hyderabad,Gujarat Titans,club,Gujarat Titans,field,Gujarat Titans,,,5.0,Umran Malik
2022-04-28,41.0,Mumbai,"Wankhede Stadium, Mumbai",2022,Indian Premier League,T20,20,"Kolkata Knight Riders, Delhi Capitals",Kolkata Knight Riders,Delhi Capitals,club,Delhi Capitals,field,Delhi Capitals,,,4.0,Kuldeep Yadav
2022-04-29,42.0,Pune,"Maharashtra Cricket Association Stadium, Pune",2022,Indian Premier League,T20,20,"Lucknow Super Giants, Punjab Kings",Lucknow Super Giants,Punjab Kings,club,Punjab Kings,field,Lucknow Super Giants,,20.0,,KH Pandya
2022-04-30,43.0,Mumbai,"Brabourne Stadium, Mumbai",2022,Indian Premier League,T20,20,"Royal Challengers Bangalore, Gujarat Titans",Royal Challengers Bangalore,Gujarat Titans,club,Royal Challengers Bangalore,bat,Gujarat Titans,,,6.0,R Tewatia
2022-04-30,44.0,Navi Mumbai,"Dr DY Patil Sports Academy, Mumbai",2022,Indian Premier League,T20,20,"Rajasthan Royals, Mumbai Indians",Rajasthan Royals,Mumbai Indians,club,Mumbai Indians,field,Mumbai Indians,,,5.0,SA Yadav
2022-05-01,45.0,Mumbai,"Wankhede Stadium, Mumbai",2022,Indian Premier League,T20,20,"Lucknow Super Giants, Delhi Capitals",Lucknow Super Giants,Delhi Capitals,club,Lucknow Super Giants,bat,Lucknow Super Giants,,6.0,,Mohsin Khan
2022-05-01,46.0,Pune,"Maharashtra Cricket Association Stadium, Pune",2022,Indian Premier League,T20,20,"Chennai Super Kings, Sunrisers Hyderabad",Chennai Super Kings,Sunrisers Hyderabad,club,Sunrisers Hyderabad,field,Chennai Super Kings,,13.0,,RD Gaikwad
2022-05-02,47.0,Mumbai,"Wankhede Stadium, Mumbai",2022,Indian Premier League,T20,20,"Rajasthan Royals, Kolkata Knight Riders",Rajasthan Royals,Kolkata Knight Riders,club,Kolkata Knight Riders,field,Kolkata Knight Riders,,,7.0,RK Singh
2022-05-03,48.0,Navi Mumbai,"Dr DY Patil Sports Academy, Mumbai",2022,Indian Premier League,T20,20,"Gujarat Titans, Punjab Kings",Gujarat Titans,Punjab Kings,club,Gujarat Titans,bat,Punjab Kings,,,8.0,K Rabada
2022-05-04,49.0,Pune,"Maharashtra Cricket Association Stadium, Pune",2022,Indian Premier League,T20,20,"Royal Challengers Bangalore, Chennai Super Kings",Royal Challengers Bangalore,Chennai Super Kings,club,Chennai Super Kings,field,Royal Challengers Bangalore,,13.0,,HV Patel
2022-05-05,50.0,Mumbai,"Brabourne Stadium, Mumbai",2022,Indian Premier League,T20,20,"Delhi Capitals, Sunrisers Hyderabad",Delhi Capitals,Sunrisers Hyderabad,club,Sunrisers Hyderabad,field,Delhi Capitals,,21.0,,DA Warner
2022-05-06,51.0,Mumbai,"Brabourne Stadium, Mumbai",2022,Indian Premier League,T20,20,"Mumbai Indians, Gujarat Titans",Mumbai Indians,Gujarat Titans,club,Gujarat Titans,field,Mumbai Indians,,5.0,,TH David
2022-05-07,52.0,Mumbai,"Wankhede Stadium, Mumbai",2022,Indian Premier League,T20,20,"Punjab Kings, Rajasthan Royals",Punjab Kings,Rajasthan Royals,club,Punjab Kings,bat,Rajasthan Royals,,,6.0,YBK Jaiswal
2022-05-07,53.0,Pune,"Maharashtra Cricket Association Stadium, Pune",2022,Indian Premier League,T20,20,"Lucknow Super Giants, Kolkata Knight Riders",Lucknow Super Giants,Kolkata Knight Riders,club,Kolkata Knight Riders,field,Lucknow Super Giants,,75.0,,Avesh Khan
2022-05-08,54.0,Mumbai,"Wankhede Stadium, Mumbai",2022,Indian Premier League,T20,20,"Royal Challengers Bangalore, Sunrisers Hyderabad",Royal Challengers Bangalore,Sunrisers Hyderabad,club,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,,67.0,,PWH de Silva
2022-05-08,55.0,Navi Mumbai,"Dr DY Patil Sports Academy, Mumbai",2022,Indian Premier League,T20,20,"Chennai Super Kings, Delhi Capitals",Chennai Super Kings,Delhi Capitals,club,Delhi Capitals,field,Chennai Super Kings,,91.0,,DP Conway
2022-05-09,56.0,Navi Mumbai,"Dr DY Patil Sports Academy, Mumbai",2022,Indian Premier League,T20,20,"Kolkata Knight Riders, Mumbai Indians",Kolkata Knight Riders,Mumbai Indians,club,Mumbai Indians,field,Kolkata Knight Riders,,52.0,,JJ Bumrah
2022-05-10,57.0,Pune,"Maharashtra Cricket Association Stadium, Pune",2022,Indian Premier League,T20,20,"Gujarat Titans, Lucknow Super Giants",Gujarat Titans,Lucknow Super Giants,club,Gujarat Titans,bat,Gujarat Titans,,62.0,,Shubman Gill
2022-05-11,58.0,Navi Mumbai,"Dr DY Patil Sports Academy, Mumbai",2022,Indian Premier League,T20,20,"Rajasthan Royals, Delhi Capitals",Rajasthan Royals,Delhi Capitals,club,Delhi Capitals,field,Delhi Capitals,,,8.0,MR Marsh
2022-05-12,59.0,Mumbai,"Wankhede Stadium, Mumbai",2022,Indian Premier League,T20,20,"Chennai Super Kings, Mumbai Indians",Chennai Super Kings,Mumbai Indians,club,Mumbai Indians,field,Mumbai Indians,,,5.0,DR Sams
2022-05-13,60.0,Mumbai,"Brabourne Stadium, Mumbai",2022,Indian Premier League,T20,20,"Punjab Kings, Royal Challengers Bangalore",Punjab Kings,Royal Challengers Bangalore,club,Royal Challengers Bangalore,field,Punjab Kings,,54.0,,JM Bairstow
2022-05-14,61.0,Pune,"Maharashtra Cricket Association Stadium, Pune",2022,Indian Premier League,T20,20,"Kolkata Knight Riders, Sunrisers Hyderabad",Kolkata Knight Riders,Sunrisers Hyderabad,club,Kolkata Knight Riders,bat,Kolkata Knight Riders,,54.0,,AD Russell
2022-05-15,62.0,Mumbai,"Wankhede Stadium, Mumbai",2022,Indian Premier League,T20,20,"Chennai Super Kings, Gujarat Titans",Chennai Super Kings,Gujarat Titans,club,Chennai Super Kings,bat,Gujarat Titans,,,7.0,WP Saha
2022-05-15,63.0,Mumbai,"Brabourne Stadium, Mumbai",2022,Indian Premier League,T20,20,"Rajasthan Royals, Lucknow Super Giants",Rajasthan Royals,Lucknow Super Giants,club,Rajasthan Royals,bat,Rajasthan Royals,,24.0,,TA Boult
2022-05-16,64.0,Navi Mumbai,"Dr DY Patil Sports Academy, Mumbai",2022,Indian Premier League,T20,20,"Delhi Capitals, Punjab Kings",Delhi Capitals,Punjab Kings,club,Punjab Kings,field,Delhi Capitals,,17.0,,SN Thakur
2022-05-17,65.0,Mumbai,"Wankhede Stadium, Mumbai",2022,Indian Premier League,T20,20,"Sunrisers Hyderabad, Mumbai Indians",Sunrisers Hyderabad,Mumbai Indians,club,Mumbai Indians,field,Sunrisers Hyderabad,,3.0,,RA Tripathi
2022-05-18,66.0,Navi Mumbai,"Dr DY Patil Sports Academy, Mumbai",2022,Indian Premier League,T20,20,"Lucknow Super Giants, Kolkata Knight Riders",Lucknow Super Giants,Kolkata Knight Riders,club,Lucknow Super Giants,bat,Lucknow Super Giants,,2.0,,Q de Kock
2022-05-19,67.0,Mumbai,"Wankhede Stadium, Mumbai",2022,Indian Premier League,T20,20,"Gujarat Titans, Royal Challengers Bangalore",Gujarat Titans,Royal Challengers Bangalore,club,Gujarat Titans,bat,Royal Challengers Bangalore,,,8.0,V Kohli
